영화명,감독,배급사,y,개봉일,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
딥,줄리오 소토 거피드,(주)이수C&E,2017,2017-10-03,스페인,441,1746940500,226933,349568900,43492,애니메이션,전체관람가,독립/예술영화
아빠는 딸,김형협,메가박스중앙(주)플러스엠,2017,2017-04-12,한국,520,5047634395,646412,1154175195,141570,코미디,12세이상관람가,일반영화
브레인 온 파이어,제라드 배렛,와이드 릴리즈(주),2017,2017-12-07,영국,36,10660000,1392,5821500,750,드라마,12세이상관람가,독립/예술영화
슈퍼 빼꼼: 스파이 대작전,임아론,메가박스중앙(주)플러스엠,2017,2017-05-03,한국,358,691794900,97005,115854000,15029,애니메이션,전체관람가,일반영화
공범자들,최승호,(주)엣나인필름,2017,2017-08-17,한국,228,2017678800,258478,745661900,92054,다큐멘터리,15세이상관람가,독립/예술영화
극장판 빰바라빤쮸: 바나나 왕국의 비밀,벤피 네코,(주)스마일이엔티,2017,2017-02-22,일본,140,76934800,10681,20312400,2657,애니메이션,전체관람가,일반영화
헛소동,조스 웨던,㈜영화사 백두대간,2017,2017-07-27,미국,5,7683000,1266,4648600,815,드라마,15세이상관람가,독립/예술영화
가면 무도회,,(주)케빈앤컴퍼니,2017,2017-03-05,독일,10,22581000,925,16320000,678,공연,12세이상관람가,일반영화
청년경찰,김주환,롯데쇼핑㈜롯데엔터테인먼트,2017,2017-08-09,한국,1102,44241099316,5636259,9885607016,1207318,액션,15세이상관람가,일반영화
내가 죽기 전에,"제이슨 프리먼,토드 E. 프리먼",제인앤유,2017,2017-12-21,미국,3,38207000,11038,38207000,11038,공포(호러),15세이상관람가,일반영화
우리는 같은 꿈을 꾼다,일디코 엔예디,찬란,2017,2017-11-30,헝가리,37,85898100,11015,60950400,7547,드라마,청소년관람불가,독립/예술영화
두 개의 사랑,프랑수아 오종,(주)팝엔터테인먼트,2017,2017-12-28,프랑스,49,86881200,11014,61522700,7414,스릴러,청소년관람불가,독립/예술영화
루살카,,(주) 인스터 글로벌,2017,2017-07-01,미국,11,30209500,1299,19600000,846,공연,전체관람가,일반영화
로미오와 줄리엣,,(주) 인스터 글로벌,2017,2017-06-03,미국,11,30322500,1306,21571500,930,공연,전체관람가,일반영화
원더,스티븐 크보스키,"CGV아트하우스,그린나래미디어(주)",2017,2017-12-27,미국,183,1988444689,260506,881872289,114196,드라마,전체관람가,독립/예술영화
컨택트,드니 빌뇌브,유니버설픽쳐스인터내셔널 코리아(유),2017,2017-02-02,미국,605,5174020721,629322,2112362621,249789,SF,12세이상관람가,일반영화
십계: 구원의 길,알렉상드르 아반치니,(주)키다리이엔티,2017,2017-04-13,브라질,97,104079500,15974,31527000,4524,드라마,전체관람가,독립/예술영화
파워캐치 완다: 버그본의 지구 습격,하시모토 미츠오,"(주)에이원엔터테인먼트,(주)삼지애니메이션",2017,2017-03-09,일본,178,86394400,10881,18701700,2258,애니메이션,전체관람가,일반영화
나의 연기 워크샵,안선경,무브먼트,2017,2017-12-28,한국,12,10007500,1316,8056500,1014,드라마,15세이상관람가,독립/예술영화
넬리,안 에몽,노바엔터테인먼트,2017,2017-08-24,캐나다,22,8776500,1322,4194000,626,드라마,청소년관람불가,독립/예술영화
이웃집 스타,김성욱,(주)스톰픽쳐스코리아,2017,2017-09-21,한국,256,78213300,10854,19512300,2377,코미디,12세이상관람가,일반영화
스파이 게임,마이클 앱티드,메가박스중앙(주)플러스엠,2017,2017-09-14,영국,203,122840172,15986,55357172,6990,액션,15세이상관람가,일반영화
존 윅 - 리로드,채드 스타헬스키,(주)제이앤씨미디어그룹,2017,2017-02-22,미국,250,2205582600,276379,752850000,92798,액션,청소년관람불가,일반영화
목소리의 형태,야마다 나오코,(주)디스테이션,2017,2017-05-09,일본,466,2141765014,272877,567291114,69527,애니메이션,전체관람가,일반영화
매직키드 보보,니잠 라작,(주)박수엔터테인먼트,2017,2017-03-01,말레이시아,219,119693200,15968,18904200,2288,애니메이션,전체관람가,독립/예술영화
8인의 수상한 신사들,기타노 다케시,(주)영화사 진진,2017,2017-06-08,일본,7,7116100,894,5105500,602,액션,15세이상관람가,독립/예술영화
엘리스 헤지나,휴고 프라타,(주)드림팩트엔터테인먼트,2017,2017-12-07,브라질,13,10440000,1422,7667500,980,드라마,15세이상관람가,독립/예술영화
패신저스,모튼 틸덤,유니버설픽쳐스인터내셔널 코리아(유),2017,2017-01-04,미국,608,5467466918,668576,1753464218,208036,어드벤처,12세이상관람가,일반영화
말괄량이 마녀 로비와 숲 속 친구들,크리스티앙 릴테니우스,(주)팝엔터테인먼트,2017,2017-11-09,스웨덴,153,69087500,9628,15890800,2031,애니메이션,전체관람가,독립/예술영화
토르: 라그나로크,타이카 와이티티,월트디즈니컴퍼니코리아 유한책임회사,2017,2017-10-25,미국,1640,39248432595,4857152,12088848195,1419464,액션,12세이상관람가,일반영화
원스텝,전재홍,(주)드림팩트엔터테인먼트,2017,2017-04-06,한국,33,3330000,453,1770000,218,드라마,12세이상관람가,독립/예술영화
뚜르: 내 생애 최고의 49일,"임정하,전일우,박형준,김양래",(주)리틀빅픽쳐스,2017,2017-02-01,한국,227,126186700,17449,40634300,5129,다큐멘터리,12세이상관람가,독립/예술영화
부니베어: 브램블의 신비한 모험,정량,예지림엔터테인먼트,2017,2017-05-18,중국,170,63195500,9544,8712500,1103,애니메이션,전체관람가,독립/예술영화
핵소 고지,멜 깁슨,판씨네마(주),2017,2017-02-22,미국,442,1342081900,177601,470997000,60479,드라마,15세이상관람가,일반영화
문라이트,배리 젠킨스,CGV아트하우스,2017,2017-02-22,미국,173,1403639195,177483,851030495,105926,드라마,15세이상관람가,독립/예술영화
채비,조영준,오퍼스픽쳐스(유),2017,2017-11-09,한국,480,1249977864,175889,320185164,43533,드라마,12세이상관람가,일반영화
킹스맨: 골든 서클,매튜 본,이십세기폭스코리아(주),2017,2017-09-27,미국,1687,40987484736,4945484,12306638886,1419759,액션,청소년관람불가,일반영화
"나는 내일, 어제의 너와 만난다",미키 타카히로,(주)디스테이션,2017,2017-10-12,일본,206,1344639400,175519,450954600,58106,멜로/로맨스,12세이상관람가,독립/예술영화
예수는 역사다,존 건,(재)CBS,2017,2017-07-13,미국,217,1229743400,170796,336647800,42982,드라마,전체관람가,독립/예술영화
극장판 도라에몽: 진구의 남극 꽁꽁 대모험,다카하시 아츠시,(주)넥스트엔터테인먼트월드(NEW),2017,2017-08-10,일본,351,1175560900,166252,194738200,26136,애니메이션,전체관람가,일반영화
더 큐어,고어 버빈스키,이십세기폭스코리아(주),2017,2017-02-15,미국,419,1331883200,159948,484137700,56699,미스터리,청소년관람불가,일반영화
"괜찮아요, 미스터 브래드",마이크 화이트,"(주)영화사 진진,(주)누리픽쳐스",2017,2017-09-21,미국,135,134945900,17691,90564500,11720,드라마,12세이상관람가,독립/예술영화
아토믹 블론드,데이빗 레이치,(주)키다리이엔티,2017,2017-08-30,미국,471,1177725658,155368,486321658,62007,액션,청소년관람불가,일반영화
레고 닌자고 무비,찰리 빈,워너브러더스 코리아(주),2017,2017-09-28,미국,459,1149394400,154966,292991400,37758,애니메이션,전체관람가,일반영화
어폴로지,티파니 슝,(주)영화사 그램,2017,2017-03-16,캐나다,55,62987700,9314,34601100,4675,다큐멘터리,12세이상관람가,독립/예술영화
비정규직 특수요원,김덕수,"(주)이수C&E,(주)스톰픽쳐스코리아",2017,2017-03-16,한국,497,1150732700,149719,244094600,30726,코미디,15세이상관람가,일반영화
암살교실: 졸업편,하스미 에이이치로,(주)에이원엔터테인먼트,2017,2017-04-21,일본,46,6699500,874,2633000,332,액션,12세이상관람가,일반영화
내 이름은 꾸제트,클로드 바라스,(주)스마일이엔티,2017,2017-03-09,프랑스,232,70448100,9644,17307600,2170,애니메이션,전체관람가,독립/예술영화
50가지 그림자: 심연,제임스 폴리,유니버설픽쳐스인터내셔널 코리아(유),2017,2017-02-09,미국,435,1589180900,189620,583553000,67787,드라마,청소년관람불가,일반영화
길,정인봉,(주)더블앤조이픽쳐스,2017,2017-05-11,한국,54,75398600,17014,10665400,2010,드라마,12세이상관람가,독립/예술영화
트롤,"마이크 미첼,월트 도른",(주)씨제이이엔엠,2017,2017-02-16,미국,622,5011161500,675966,1057171000,136139,애니메이션,전체관람가,일반영화
노후 대책 없다,이동우,서울독립영화제,2017,2017-06-29,한국,18,9751500,1438,6617000,948,다큐멘터리,15세이상관람가,독립/예술영화
라 트라비아타,,(주)케빈앤컴퍼니,2017,2017-01-22,독일,9,35543500,1442,26549500,1078,공연,12세이상관람가,일반영화
폭력의 씨앗,임태규,찬란,2017,2017-11-02,한국,28,10254300,1448,6395700,786,드라마,15세이상관람가,독립/예술영화
네루다,파블로 라라인,(주)에스와이코마드,2017,2017-05-25,칠레,37,79054700,10113,54469000,6536,스릴러,청소년관람불가,독립/예술영화
미녀와 야수,빌 콘돈,월트디즈니컴퍼니코리아 유한책임회사,2017,2017-03-16,미국,1627,42130589579,5137993,13177630229,1531839,멜로/로맨스,전체관람가,일반영화
오버 더 펜스,야마시타 노부히로,주식회사 씨네룩스,2017,2017-03-16,일본,72,79884850,10103,55015550,6757,드라마,15세이상관람가,독립/예술영화
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,"우시로 신지,요코이 타케시",(주)씨제이이엔엠,2017,2017-09-27,일본,486,1581375300,215203,302166700,39494,애니메이션,전체관람가,일반영화
7년-그들이 없는 언론,김진혁,(주)인디플러그,2017,2017-01-12,한국,105,129175200,16577,71790700,8985,다큐멘터리,12세이상관람가,독립/예술영화
눈발,조재민,(주)리틀빅픽쳐스,2017,2017-03-01,한국,69,84806300,10039,53613400,6099,드라마,15세이상관람가,독립/예술영화
련희와 연희,"최종구,손병조",M&M 인터내셔널,2017,2017-12-14,한국,6,6089500,1484,4875500,1058,드라마,15세이상관람가,독립/예술영화
그럼에도 불구하고,김영조,영화배급협동조합 씨네소파,2017,2017-08-24,한국,5,9113400,1498,1206000,164,다큐멘터리,12세이상관람가,독립/예술영화
어쌔신: 더 비기닝,마이클 쿠에스타,(주)이수C&E,2017,2017-12-07,미국,528,1576721000,203221,427713600,53797,액션,15세이상관람가,일반영화
정글북,타파스 차크라바르티,(주)팝엔터테인먼트,2017,2017-05-18,인도,120,74842400,9891,18137500,2356,애니메이션,전체관람가,독립/예술영화
루팡 3세: 칼리오스트로의 성,미야자키 하야오,(주)에이원엔터테인먼트,2017,2017-05-25,일본,57,11288000,1503,5482500,701,애니메이션,12세이상관람가,독립/예술영화
여배우는 오늘도,문소리,(주)메타플레이,2017,2017-09-14,한국,46,137010300,16646,100364500,11662,드라마,15세이상관람가,독립/예술영화
발레리나,"에릭 섬머,에릭 와린",판씨네마(주),2017,2017-02-09,프랑스,434,1509668400,201365,370927500,46384,애니메이션,전체관람가,일반영화
"나의 딸, 나의 누나",토마스 비더게인,판씨네마(주),2017,2017-03-23,프랑스,34,11449000,1511,8117000,1048,드라마,15세이상관람가,독립/예술영화
실종2,조성규,(주)드림팩트엔터테인먼트,2017,2017-11-30,한국,29,11252500,1513,7880500,1036,스릴러,청소년관람불가,독립/예술영화
데이빗 린치: 아트 라이프,"존 구옌,릭 반즈,올리비아 니르고르-홀름",(주)에스와이코마드,2017,2017-09-21,미국,15,10266700,1257,8180500,949,다큐멘터리,15세이상관람가,독립/예술영화
오즈의 마법사 2,알버토 마르,㈜코리아스크린,2017,2017-05-03,멕시코,142,138541700,17956,35735400,4250,애니메이션,전체관람가,독립/예술영화
특수부대 전랑2,오경,아이 엠,2017,2017-11-30,중국,19,8148500,1244,6111500,939,액션,15세이상관람가,독립/예술영화
콜리션,"이윤호,허서형",THE 픽쳐스,2017,2017-03-30,한국,8,2336000,430,1849000,303,공포(호러),청소년관람불가,독립/예술영화
히든 피겨스,데오도르 멜피,이십세기폭스코리아(주),2017,2017-03-23,미국,448,3576079033,448923,1591867433,194719,드라마,12세이상관람가,일반영화
용순,신준,롯데쇼핑㈜롯데엔터테인먼트,2017,2017-06-08,한국,126,95447200,12901,51672500,6816,드라마,15세이상관람가,독립/예술영화
명탐정 코난:진홍의 연가,시즈노 코분,(주)씨제이이엔엠,2017,2017-08-02,일본,582,3255598200,448381,770592800,102460,애니메이션,12세이상관람가,일반영화
택시운전사,장훈,(주)쇼박스,2017,2017-08-02,한국,1906,95284747049,12099971,22186916199,2729932,드라마,15세이상관람가,일반영화
반드시 잡는다,김홍선,(주)넥스트엔터테인먼트월드(NEW),2017,2017-11-29,한국,565,3324033772,446379,794998472,102380,스릴러,15세이상관람가,일반영화
원라인,양경모,(주)넥스트엔터테인먼트월드(NEW),2017,2017-03-29,한국,613,3310122433,433825,807184333,101624,범죄,15세이상관람가,일반영화
터닝메카드W: 블랙미러의 부활,"홍헌표,김석원",(주)키다리이엔티,2017,2017-01-18,한국,570,3213263000,429569,676764500,86626,애니메이션,전체관람가,독립/예술영화
스머프: 비밀의 숲,캘리 애스버리,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017,2017-04-28,미국,607,3122661000,427764,633690100,83429,애니메이션,전체관람가,일반영화
런던 프라이드,매튜 워처스,(주)영화사 진진,2017,2017-04-27,영국,37,100072200,13035,70174300,8768,코미디,15세이상관람가,독립/예술영화
미션 이스탄불,크리스티앙 알바트,(주)영화사오원,2017,2017-08-17,독일,29,8239500,1082,4141000,523,액션,청소년관람불가,독립/예술영화
암고양이들,시라이시 카즈야,"홀리가든,(주)오렌지옐로우하임",2017,2017-07-27,일본,4,6138000,974,5061000,775,드라마,청소년관람불가,독립/예술영화
장기왕 : 가락시장 레볼루션,정다원,하준사,2017,2017-02-02,한국,17,8505000,1087,6394000,735,코미디,15세이상관람가,독립/예술영화
사쿠라다 리셋 –후편-,후카가와 요시히로,(주)박수엔터테인먼트,2017,2017-11-02,일본,21,5716000,1091,1281000,235,SF,12세이상관람가,독립/예술영화
